at,userName,appVersion,score,content
2025-10-02 17:45:35,Muhammad Wahyudin Afrizqi,,1,"Aplikasi ngga jelas, mau daftar aja verifikasi mukanya lama banget & gagal terus. ""Pastikan di layar hanya ada satu wajah"", jelas-jelas cuma wajahku di kotak, kocak."
2025-10-02 17:37:47,Sutima Tima,4.14.0,2,"Bukan nya mempermudah malah mempersulit,tiba tiba log out dengan sendirinya giliran log in password salah lah nik salah lah padahal semua sudah sesuai. Daftar online untuk berobat pun makin kesini makin gak jelas selalu eror."
2025-10-02 17:36:27,Ignatius Suroyo,4.14.0,1,aplikasi tolol
2025-10-02 17:33:23,Temon Holic,,5,"sangat membantu warga menengah kebawah dan karyawan yang bekerja tanpa harus kekantor cabang untuk mengurus secara langsung,semoga sukses selalu dan terimakasih telah membantu"
2025-10-02 17:30:38,rostiani afriani,4.13.1,5,aplikasi yang mudah digunakan dan memudahkan penggunanya
2025-10-02 17:11:22,amira lestari,4.13.1,5,mudah digunakan
2025-10-02 16:58:11,Renola Ola,4.13.1,5,mempermudah prosedur berobat
2025-10-02 16:56:42,Pantomi Muchtar,4.14.0,1,aplikasi nggak bener ngapain pake aplikasi kalo ujungnya kekantor nya lagi mana jauh kantor nya k****l
2025-10-02 16:55:54,Aden rahmawan,4.13.1,5,Good Job...Thanks
2025-10-02 16:20:24,Susanto Anto,4.13.1,5,mudah di akses dan sangat membantu
2025-10-02 16:13:48,Puttra Imanuel,,5,"luarbiasa sangat membantu, karena sebelumnya merasa sulit untuk mengurus mutasi dan perubahan data, tetapi sejak mengenal aplikasi mobile JKN ini. urusan administrasi jadi mudah dan bisa dikerjakan dari rumah tanpa harus ke kantornya. Terima Kasih mobile JKN🙏"
2025-10-02 16:02:19,Ofry Tamelab,,5,"mantap, cepat tepat"
2025-10-02 15:38:37,Maulana Malik,4.13.1,4,sangat baik
2025-10-02 15:38:28,Jefi Indriani hartono,4.13.1,5,sangat mudah menggunakan aplikasi nya
2025-10-02 15:27:56,Maryati Bunda,4.13.1,5,sangat membantu
2025-10-02 15:25:34,Wawan Rusmana,4.13.1,5,aman Dan praktis ga perlu ribet
2025-10-02 15:16:55,HKenangP FibyanKaylaKalif,,5,Good N' Excelent
2025-10-02 14:56:14,Siti Mariam,4.13.1,1,"susah..!!!!!daftar online dokternya keluarnya beda...gak jelas,,jadi gak BSA daftar online,bikin emosi..perbaiki itu,bayar BPJS gak pernah telat,,tapi layanannya gak jelas"
2025-10-02 14:54:13,Sugi Yono,,5,baguss pelayanan
2025-10-02 14:53:41,Ika Rahimanah,4.13.1,5,membantu sekali aplikasi jkn ini bisa ambil antrian di rumah sakit
2025-10-02 14:51:17,Mochamat Imron,,5,sangat membantu
2025-10-02 14:41:22,Ashabul Yamin,4.13.1,5,sangat membantu
2025-10-02 14:01:50,otrimel ote,4.13.1,5,mantap
2025-10-02 13:51:44,Bambang Suroso,,5,"bagus,mudah"
2025-10-02 13:50:10,Kasianto Jokam,4.13.1,1,"Brengsek,,, Tiap masuk aplikasi suruh reset ulang,,meyebalkan"
2025-10-02 13:45:53,Elan Nurisman2010,,4,"kenapa ya saya mau ganti alamat kartu kis nya gak rubah"" .."
2025-10-02 13:38:58,Kurnia Wijayanti,4.13.1,5,gimana cara ganti alamat email nya
2025-10-02 13:38:49,Ban Endro,4.13.1,5,sangat mantab
2025-10-02 13:30:09,Renggareng Reng,4.13.1,1,"HALO INI KENAPA YA, SAYA DAFTAR PAKE NIK KTP SAYA, NAH SETELAH SELESAI DAFTAR TERUS SY MASUK.. PROFILNYA BEDA DENGAN KTP SAYA, NAMA SAYA DI KTP RENGGA ALAMAT BOGOR, TERUS PAS MUNCUL DI KARTU NYA JADI RANGGA ALAMAT KARAWANG.. TOLONG INI BAGAIMANA.."
2025-10-02 13:10:06,Almira dwi Dwi,4.13.1,5,ok
2025-10-02 13:01:16,Rizky Pasha,4.13.1,4,"klinik abdullah mantab,,,"
2025-10-02 12:55:53,Abdur Rahman,,1,"aplikasi tidak menampilkan histori dri peserta lain yg terdaftar dari 1 KK dari akun utama. parahnya lagi sering delay, apk pemerintahan harus nya mudah dijangkau oleh masyarakat ."
2025-10-02 12:49:08,Ajat Sudrajat,4.13.1,4,pertahankan kualitas aplikasi
2025-10-02 12:45:35,Noorhartati Tatiknuur_0943,,5,"susah btul buat otp masuk keakun nya ,,"
2025-10-02 12:41:01,Salsa Olivia,,1,"min, knp info riwayat pembayaran skrg tulisannya ""diterima bank"", padahal dulu ""lunas"". bikin khawatir aja. mohon diperbaiki"
2025-10-02 12:37:02,emul ndun,4.13.1,5,lagi perbaikan ternyata 🙏
2025-10-02 12:35:06,Herlan,4.13.1,5,mantab mempermudah buat ketemu dokter
2025-10-02 12:27:23,Juweni Sektiaji,4.13.1,1,Kenapa tidak bisa dibuka info peserta nya? Apa memang server anda tidak memadai buat login?? Tolong segera diperbaikinya Kasihan masyarakat menggunakan nya kenapa sering offline server kalian? PADAHAL KUOTA INTERNET SAYA ADA
2025-10-02 12:22:35,Mita 999,4.13.1,5,pelayanan puas baik
2025-10-02 12:08:32,Afif Wahidul,4.13.1,5,kok gak bisa login ya? sudah 2 minggu lalu
2025-10-02 12:05:37,Akbar Nuralam,4.13.1,2,verif pake no HP harus ada pulsa hadeuhhhh
2025-10-02 11:56:20,linda sarie,,5,mantap
2025-10-02 11:41:29,Ade Hafidz99,4.13.1,5,ajiebb mantap
2025-10-02 11:40:14,Candra Mukti Perkasa,4.13.1,1,sempat melahir kan orang hamil cuman buat verifikasi wajah aja
2025-10-02 11:39:58,ABU BAKAR SIDIK Sulta,4.13.1,5,bgus
2025-10-02 11:38:33,do_Loer channel,4.13.1,5,mantappp
2025-10-02 11:33:24,Jeclin Silalahi,4.13.1,5,ok
2025-10-02 11:30:14,Philip Ady,4.13.1,5,Pelayanan sangat bagus
2025-10-02 11:30:04,Rafael Nahak,4.13.1,5,bagus
2025-10-02 11:17:54,Neneng sadiah,4.13.1,5,MaasyaAlloh Luar biasa. semoga kedepan nya tambah bagus lagi layanan nya
2025-10-02 11:15:27,Suliz za,,4,mohon d perbaiki lagi
2025-10-02 11:05:04,Suyatmi Suyatmi,,5,pelayanan ramah
2025-10-02 10:59:22,Voky Yustin,,1,ga aplikasi ga web sama aja bangke semua. aplikasi mw login malah suruh daftar autodebet. udah daftar malah gagal. buka web login ga bisa. ga ada cara buat login. profil lembaga aja yg digedein. BANGKE
2025-10-02 10:57:01,M Iqbal,4.13.1,4,susah banget dapetin verifikasi OTP sms
2025-10-02 10:55:39,Angga Ramadhan,4.13.1,1,Ku kasih bintang 1 karna gakbisa masuk padahal datanya lebgkap
2025-10-02 10:54:47,Salma Moha,4.13.1,5,pelayanan sangat bagus
2025-10-02 10:51:03,Alif Pratama,4.13.1,5,terbaik dan tidak ribet hatur nuhun 🙏
2025-10-02 10:45:02,Dedeh Kurniasih,4.8.1,5,hari yang mantap
2025-10-02 10:41:42,Yazid Airlangga,4.13.1,3,"untuk aplikasi JKN ini saya ingin merubah dan mendaftarkan anggota keluarga saya yg baru lahir,kenapa sulit bgt y... tidak seperti di video dan info2 yg ada"
2025-10-02 10:30:53,sang pemimpin,4.13.1,5,mantap
2025-10-02 10:24:56,morgan Gandul,4.13.1,1,aplikasi anjingggg kata petugas BPJS kesehatan suruh ke lupa kata sandi aja udah dilakuin tetep aja ga bisa dah lama lohhhhh aku kek gini ke RS harus nunggu lama goblokkkkkkkk bgt nih aplikasi
2025-10-02 10:24:36,Gatau bos,4.13.1,4,keren
2025-10-02 10:19:21,Haggy Nazar,,5,sangat membantu👍👍👍
2025-10-02 10:16:38,Andre Modern,,5,ok
2025-10-02 10:15:55,Edho J'lek,4.13.1,5,bsgus
2025-10-02 10:06:26,Suwarno Giok,4.13.1,5,trimakasih bpjs rembang pelayananya ranah dan cepst bpk satpambya sopan dan tangap
2025-10-02 09:56:33,Candra Kusuma,4.13.1,5,"bagus, aplikasi keren"
2025-10-02 09:56:18,Bu Giat Sugiyatni,4.13.1,4,aplikasi membantu untuk digunakan
2025-10-02 09:56:03,Dhewa Setiawan,4.13.1,5,ok
2025-10-02 09:55:34,Supri Adi,4.13.1,5,ok............
2025-10-02 09:53:42,nashar din,,5,ok
2025-10-02 09:51:05,Giyatno Yatno,4.13.1,5,sangat membantu
2025-10-02 09:50:50,Rostin Ahmad Katili,4.13.1,5,pelayanan sangat baik dan cepat
2025-10-02 09:45:00,Tri Leksono,4.13.1,5,sangat membantu
2025-10-02 09:42:05,Sepp Erna ratna,4.13.1,5,sangat membantu sekali tuk pakses nya
2025-10-02 09:35:01,Funia Tri,,2,"app nya update terus, gak d update gak bisa dibuka"
2025-10-02 09:34:18,Bung Sinaga,4.13.1,5,memudahkan dan sangat membantu
2025-10-02 09:31:46,UNCLE JAGAT,4.13.1,3,biasa saja
2025-10-02 09:29:25,Ali Mustofa,4.13.1,5,mantap
2025-10-02 09:29:07,Rudi Alamsyah,4.13.1,5,sangat mudah
2025-10-02 09:24:56,Sobat Review,4.13.1,5,tengkyu
2025-10-02 09:19:29,Agung Sepur,4.12.0,5,sangat membantu
2025-10-02 09:16:12,Dede Suardi,4.13.1,5,lebih mudah untuk merubah data dll..dengan menggunakan pin..tidak repot harus poto tengok kiri kanan
2025-10-02 09:03:26,Hasan Uddin,,5,sangat memudahkan
2025-10-02 09:00:16,Faisal Bakti,4.11.2,1,anggota tiba2 keluar padahal tidak pernah telat bayar. jadi ngurus ini itu lagi. lelet. tek
2025-10-02 08:59:40,Reynaldi,,1,"aplikasi jelek tidak bisa login,faskes minta daftar online"
2025-10-02 08:57:28,Lovly Muaya,4.13.1,5,mantap
2025-10-02 08:55:17,Samsul Lsm,4.13.1,5,bagus aplikasi ini cepat mantap
2025-10-02 08:52:30,Basuki Fitrianto,4.13.1,5,semoga bermanfaat untuk saya
2025-10-02 08:47:32,Roez Lee,4.13.1,1,Masalah masih sama dengan yang lain...intinya aplikasi ini masih perlu diperbaiki..masa aplikasi dari pemerintah kalah dengan aplikasi lain ...
2025-10-02 08:43:42,Salma123@gmail.com Salma,4.13.1,1,kenapa mobile jkn tidak bisa terbuka lagi tidak bisa di tulis nomor nik kalau mau login kembali
2025-10-02 08:39:20,Rizki cipta Nuari,4.13.1,5,ok bgd
2025-10-02 08:23:24,hardan Ferdiyansah,4.13.1,1,"tidak bisa masuk aplikasi, force close , sering keluar sendiri"
2025-10-02 08:15:50,Rafly Coker,4.13.1,5,sangat baik
2025-10-02 07:57:26,Muryani 1604,4.13.1,1,saya kecewa dengan aplikasi ini ketika lupa sandi nomor wa ga sama yang dlu di daftar sama emailnya mau perubahan no hp upload foto selalu gagal kenapa harus seribet ini sungguh buruk
2025-10-02 07:44:59,alfitri asmukid,4.13.1,1,aplikasi macam apa ini
2025-10-02 07:19:02,Ajis Syukur,4.13.1,5,ok
2025-10-02 07:16:26,Ukeu Sukma yanti,,5,sangat membantu dalam mempermudah pendaftaran berobat
2025-10-02 07:12:11,Radeffa Deffa,4.13.1,5,sangat membantu
2025-10-02 07:06:36,Suha 111,,5,Sementara aplikasinya sdh ckp lengkap dan sdh oke. tks
2025-10-02 06:14:53,Fkchyaqwe Jskwhwha,4.13.1,1,"sumpah lemot banget ga bener pas war poli gigi, lu kalo ngeprogram ga bisa udah keluar aja jgn nyusahin orang sakit dosa lu, ini yang ngeprogram pasti tua Bangka kolot ya makanya ga bener atau anak kecil masuk gara"" nge suap orang dalem☺️ lu semua pingin kita pake aplikasi tapi aplikasinya kolot kaa gini, lu malah nyusahin orang sakit tau ga?!"
2025-10-02 06:14:27,Zulfa hilma,,5,mantap
2025-10-02 06:08:51,Yasmin Meidiana,4.13.1,1,"Nih aplikasi makim berat aja si? perasaan buka game buka ig aja lancar2 aja tp mobile jkn kek berat banget ngelag, minimal klo bikin app tuh mikirin masyarakatnya, banyak orang lansia yg kebingungan kalau app lag kayak gini"
2025-10-02 05:55:17,M Rian,4.13.1,1,"tolong diperbaiki dong,,, untuk perubahan data peserta, pas mau ganti faskes masak harus foto dulu, menghadap kiri, kedip mata, senyum. sy ini mau ganti faskes untuk bayi sy YG BARU BERUMUR 4BULAN. emang bayi sy ngerti disuruh ngadep kiri, kedip mata, senyum. ..?? COBA aja lu punya bayi disuruh gitu,bisa ga?!!! nyeleneh amat bikin aturan."
2025-10-02 05:47:52,Musliadi Musliadi,4.12.0,5,mantap..
2025-10-02 05:43:29,Aini Elek,4.12.0,5,sangat puas
2025-10-02 05:37:22,Randega langit,4.13.1,4,"sudah Baik ,, hanya saja harus menggunakan data seluler tidak bisa lagi menggunakan jaringan WIFI .. smga kdpan nya bs menggunakan jaringan WIFI .."
2025-10-02 04:59:14,Erin Azzurri,4.13.1,3,"biasanya h-7 udah bisa ambil pendaftaran, ini udah h-5 masih belom keluar juga. kenapa min"
2025-10-02 03:58:38,Halis Almuntaha,4.13.1,4,saya harap bisa
2025-10-02 02:53:27,Yuli Prasetyo,4.13.1,5,baik
2025-10-02 02:03:08,Aspam Heppy,4.13.1,5,op parah sekarang
2025-10-02 01:06:35,Tanisha Baxter,4.13.1,5,semakin mudah mendapatkan akses pelayanan secara tepat dan praktis
2025-10-01 23:44:54,agus prasetya,4.13.1,5,ok pak
2025-10-01 23:06:24,handrianto prahba,4.13.1,5,aplikasi mudah di gunakan dan pelayanan petugas ramah dan baik
2025-10-01 22:58:33,Ikbal Putrapus,4.13.1,5,mantap
2025-10-01 22:27:59,Wawan Kurniawan,4.13.1,5,Sangat Bagus dan Sangat Membantu
2025-10-01 22:26:07,Amelia Putri,4.12.0,2,"kenapaa harus di perbaharui teruss ? tiap buka harus login harus di perbaharui lagii aneh dehhh, mana sering keluar sendiri pas lagi di buka aplikasi nyaa jadi menghambat. tolong di perbaiki lagi"
2025-10-01 22:12:01,Ryan abdullah,,5,sangat membantu
2025-10-01 22:11:30,Bondan Prasetio,4.13.1,1,mau bayar aja ribet pake auto debit segala apk sering bermasalah pemilihan non bank saja sedikit sekali
2025-10-01 22:02:11,"Okto Lyanda, S. Pd",4.13.1,5,🙏👍
2025-10-01 21:57:28,Bemby Hendriant,4.13.1,5,mudah digunakan sangat bermanfaat
2025-10-01 21:56:35,Roy,4.13.1,5,mantap recomended banget terima kasih pak prabowo
2025-10-01 21:55:56,Allan Milan,4.13.1,5,sangat membantu
2025-10-01 21:47:50,Bedi Setyo,4.13.1,5,ok
2025-10-01 21:41:32,Puji Anto,4.13.1,5,Bagus
2025-10-01 21:24:20,M'jon Tv,4.13.1,1,"ini aplikasi gak jelas ini tiba"" keluar dari aplikasi dan notifnya aplikasi masuk dari perangkat lain butuh masuk ulang giliran masuk ulang passnya saya lupa terus buat pengaduan untuk pass baru lewat sms masa notif dari bpjs nomor yang anda gunakan untuk mendaftar di akun bpjs bernomor 021 sekian padahal daftar pertama saya pakai nomor hl saya ini gimana bpjs."
2025-10-01 21:19:34,Ignatius Andrew,4.13.1,1,knp tiba2 surat rujukan saya di menu faskes tingkat lanjut tiba2 hilang sendiri?
2025-10-01 21:00:58,Muhammad Ariansyah,,1,apk banyak bug
2025-10-01 20:58:26,Dityapritasari Sari,4.13.1,5,bagus alhamdulillah
2025-10-01 20:57:21,Septyan Eka Saputra,4.13.1,5,nice
2025-10-01 20:50:28,isra bireuen,4.13.1,5,oke
2025-10-01 20:47:09,Mahera Paays,4.13.1,5,ok
2025-10-01 20:42:50,Dendi Itang,4.13.1,5,Applikasi buruk tidak jelas tidak bisa login
2025-10-01 20:21:56,Ayu debi Saputri,4.13.1,3,"kenapa ya pas mau verivikasi, udah dimasukan email ataupun no telpon masih gak bisa, ada kesalahan terus"
2025-10-01 20:10:44,Juliorahmandaputra Putra,4.13.1,5,sangat bagus
2025-10-01 20:08:02,Indra Kurniawan,4.13.1,5,ok
2025-10-01 20:07:31,Ester Silaban,4.13.1,5,berguna
2025-10-01 20:05:39,Ficky Andika putra,4.13.1,5,simple
2025-10-01 19:50:06,Jan Dara,4.13.1,2,trimakasih SDH sangat membantu bagi kami masyarakat kecil
2025-10-01 19:47:32,Muhammad Ikhwan,4.13.1,5,bagus
2025-10-01 19:20:43,Agus Tomi,4.13.1,5,mantap responya cepat makasih jkn
2025-10-01 19:20:10,fadhlan husin Harahap,4.13.1,5,sangat bagus
2025-10-01 19:14:28,Ali Kafid,4.13.1,1,"beri kasi account via nomor HP sulit, makin kesini makin report susah saja. makin ribet susah"
2025-10-01 19:13:23,Ishak Bram,4.13.1,5,Mobile JKN sangat membantu saya dan keluarga bilamana suatu saat membutuhkan penanganan kesehatan
2025-10-01 19:11:12,Ajo Perkasa,4.13.1,5,mantap
2025-10-01 19:03:52,Lidia Julia,4.13.1,5,pelayanan memuaskan
2025-10-01 18:45:40,ACEP SOPYAN SAPARI,4.13.1,5,Tuk saat ini fine-fine aj
2025-10-01 18:35:16,Lotek Caklawy,,2,iyuranya kemahaln
2025-10-01 18:29:22,Ambarwati Eko Astuti,4.13.1,5,oke
2025-10-01 18:26:46,cipto siswoyo,4.13.1,1,pendaftaran periksa selalu muncul Transaksi belum dapat diproses. silahkan coba beberapa saat lahi 🤗🥱🥱
2025-10-01 18:18:08,Athif1 Athif,,4,Sangat membantu
2025-10-01 18:16:38,SMK ITALI,4.11.2,1,ini aplikasi lingkaran setan ya mau nonaktifkan kepesertaan tidak bisa 🤣🤣🤣
2025-10-01 17:57:51,Mochammad Davin Alfachrezy,4.13.1,1,"tolong untuk fitur verifikasi wajah diperbaiki lagi. berulang kali saya mengalami trouble, diperintahkan memasukkan wajah kedalam kotak.. padahal wajah sudah 1 jam berada di kotak, dan kecerahan area juga sudah bagus.. tolong diperbaiki lagi."
2025-10-01 17:57:47,Evi Kusuma Dewi,4.12.0,1,"sistem aplikasi yang tidak mumpuni dan sangat menyulitkan. bolak balik login sampai akhirnya tidak bisa login sama sekali. masukkan nik salah, pake no bpjs salah juga, lalu maunya apa? gandenglah pembuat sistem yang bagus, jangan anggarannya aja yang besar tapi dapat aplikasi yang asal asalan."
2025-10-01 17:57:09,TAUFIK AGUNG,4.13.1,5,okk
2025-10-01 17:56:48,wahyu costanza,4.13.1,1,setelah update data faskes berubah sendiri
2025-10-01 17:55:20,DASIMIN BUDI,4.13.1,5,ok
2025-10-01 17:53:29,Asep Herianto,4.13.1,1,"tiba2 keluar sendiri, susah login"
2025-10-01 17:49:17,agung nugraha,,5,Ok
2025-10-01 17:47:34,Topan Sugiarto,4.13.1,1,payah pasword udh benar masih suruh daftar lagi
2025-10-01 17:40:21,Melia Elita Hamidah,4.13.1,5,ok bgt
2025-10-01 17:37:50,Dinni Mawaddah,4.12.0,1,"TOLONG DONG YG GENAH, APLIKASI UTK KEPENTINGAN WARGA TAPI PRETT SEMUA. DISURUH UPDATE, TAPI SEKALINYA UPDATE GAGAL2 TERUS. ALASAN MEMORI TDK CUKUP PADAHAL UDAH NGOSONGIN 1GB. BUAT APLIKASI YG MODALLAH.. NGAMBIL KEUNTUNGAN BANYAK, TAPI TIMBAL BALIKNYA GAK SESUAI.. BUKANNYA MEMUDAHKAN, MALAH MENYUSAHKAN.. KALO BISA, AKU KASIH BINTANG NOL"
2025-10-01 17:32:57,Novi Sulistio Rini,,2,sering bgt keluar dari akun sendiri
2025-10-01 17:32:23,Ajib Hida,4.13.1,5,spesial
2025-10-01 17:16:31,Boy Hangga,4.13.1,1,"kok perasaan tidak membantu yah, malah jadi bikin susah, awalnya pakai ini, karna lama, jadi kami pakai mandiri biar cepat di proses"
2025-10-01 17:12:32,Purnomo Sidhi,4.13.1,5,Cepat akurat mudah di gunakan
2025-10-01 16:53:53,M Aji Aswad Ujang,4.12.0,4,tolong aktif Kembalu karena sgt menolong
2025-10-01 16:51:47,Jeffry eduard Rompas,,5,lancar
2025-10-01 16:31:29,Ropi Hasanudin,4.13.1,5,sangat puas.
2025-10-01 16:28:31,Ranti Herdianti,,1,minta kode otp pake email ga terdaptar minta kode ke nomber ga ke krim berkali chat admin lewat wa juga ga membantu
2025-10-01 16:15:35,Endang Sulastari,4.13.1,5,berguna
2025-10-01 16:09:58,Manris Sipahutar,4.13.1,5,terimakasih respon yg baik
2025-10-01 16:01:15,Sehuna Wulandari,,5,goooodddd
2025-10-01 15:59:11,yulianti tangketasik,4.13.1,5,Sangat memudahkan penggunanya
2025-10-01 15:53:49,fery87 Ergala,,5,sangat2 membantu
2025-10-01 15:39:43,Adhitya Kusuma Wijayakrama,4.13.1,5,cukup membantu atas perubahan data
2025-10-01 15:35:31,Muh. Shafieq,4.13.1,1,"ini apk rusak ya? pas gua mau verivikasi email karena lupa sandi kok bisa salah, padahal di email gua masih ada verivikasi sebelumnya . Jadi mana mungkin salah. mu lewat SMS pun notifikasinya ngga muncul2 😡"
2025-10-01 15:29:23,Gufran Ledi,4.13.1,5,Mantap
2025-10-01 15:27:59,Boedy Cahyono,,5,mantap
2025-10-01 15:26:08,Asheeqa Kashmir,4.13.1,5,Untuk skrg ok lah
2025-10-01 15:21:03,Pecel siram Mba Supri,4.13.1,5,ok banget
2025-10-01 15:17:23,Fikri Safaat,4.13.1,4,semoga semakin baik dalam pelayanan nya
2025-10-01 15:14:28,Muhamad Sayyid haikal,4.13.1,5,"penggunaan aplikasinya sangat mudah dan cepat, permintaan perubahan no hp dan email-nya direspon dengan baik."
2025-10-01 14:45:40,Yusuf,4.13.1,5,Sangat membantu dlm pelayanan BPJS
2025-10-01 14:43:07,Nestina Nurbani,4.13.1,5,nice
2025-10-01 14:38:59,sitikalimatus Kalim,4.13.1,2,"aplikasi gk bisa di gandakan. sementara ada orang tua yg beda KK dan tidak bisa menggunakan HP. Jadi harus logout dulu kalau mau pake jkn buat ambil nomor antrian. NIK juga di batasi cuma 3 dlm satu Hp, susah juga kalau saudara minta di daftarin antrian buat periksa ( kondisi saudara juga udah tua tidak punya Hp dan jauh dri anaknya)."
2025-10-01 14:26:35,Felix Thio,,1,"1. mohon dibuat mode gelap atau mode suara untuk orang yang punya kesulitan penglihatan seperti saya. 2. mohon capca jangan terlalu abstrak, saya bolak balik gagal karena tulisan yang bertumpuk dan warna warni sehingga angka yang muncu sangatl susah untuk orang buta warna seperti saya. terimakasih."
2025-10-01 14:22:21,Putu Gede Ari Saputra,4.9.0,1,"aplikasi masih banyak bug nya, notifikasi offline terus padahal sudah tersambung dengan internet."
2025-10-01 14:01:31,Cahaya Kahfi,4.13.1,5,sangat cocok
2025-10-01 13:57:08,Salyssa Oktavia,,2,"kak aku udh lunasin tagihan kok di apk msih ya tagihannya,, gimana ini"
2025-10-01 13:54:08,Win Win,,4,"terlalu sering update, aplikasi belum dipakai update lagi 😔 , bagus sih buat aplikasi kedepannya tp tiap mau menggunakan suruh updt trus"
2025-10-01 13:52:56,Luftiyaa Luftiyaa,4.13.1,5,cepat bpjs kesehatan kantor jl suci pelayanan cepat
2025-10-01 13:46:59,A B,4.13.1,5,okee
2025-10-01 13:35:26,Dadan Darusalam,4.13.1,5,"sangat membantu sekali dalam pengobatan, pencegahan serta berkonsultasi apapun dengan dokter langsung di tangani cepat"
2025-10-01 13:33:29,Anis Sundari,4.13.1,5,bagus
2025-10-01 13:08:58,Wahids Memong,4.13.1,5,sangat mudah dimengerti untuk penggunaan nya
2025-10-01 13:02:46,Altair Gani (Robobit),4.13.1,1,"Kocak bgd ke-logout sendiri, pas mw login karena lupa password coba reset pakai email yg waktu daftar malah gak bisa notifikasi ""Email belum pernah terdaftar"". Lah bagaimana ceritanya wong daftar baru sebulan yang lalu pakai email itu kocak-kocak manaan kebutuhan mendesak lagi. Nyusahin. w tambahin 1 lagi kecacatan ini aplikasi udah booking, nomer bookingnya ilang. sialan w udah cuti pas mw cek up mesti ambil antrian ulang lagi Fak"
2025-10-01 12:51:46,Ikmal Candra,4.13.1,5,pelayanan yang sangat baik
2025-10-01 12:50:11,syahira Rosyidah,4.13.1,5,sangat membantu
2025-10-01 12:39:18,sapariyanto supreh,4.13.1,5,mudah dalam penggunaannya
2025-10-01 12:38:43,Iman Poni,4.13.1,5,mantap maju terus pantang mundur
2025-10-01 12:33:13,chandra satria,4.13.1,5,good
2025-10-01 12:29:55,Setiawan,4.13.1,5,mantap tidak susah daftar nya
2025-10-01 12:27:40,Lilis Sulastri,4.3.0,5,"keren ,tingkatkan lagi ,sangat memudahkan pelayanan"
2025-10-01 12:26:10,Timan Satiman,4.13.1,5,Mobile JKN sangat membantu terhadap masarakat kurang mampu
2025-10-01 12:26:01,Erwin,,5,sangat lancar jaya apknya
2025-10-01 12:22:31,Haikal Firdhaus Saputra,4.13.1,5,mempermudah pendaftaran d klinik mau pun d rumah sakit👍👍
2025-10-01 12:20:36,Luth1988 Hariyanto,4.12.0,5,ok
2025-10-01 12:18:35,nadia panjaitan,4.13.1,5,mantab
2025-10-01 12:12:19,Junaedi,4.13.1,1,gimana si pulsa udah ada mau verifikasi tapi masih keneh gangguan sebel jadi na
2025-10-01 12:12:00,Ariep Ferdiansyah,4.13.1,5,nomer saya slh untuk ferivikasi gk masuk2 untuk merubah nomer gmn y caranya tolong d bantu ??
2025-10-01 12:08:00,Gemboenk 43,4.13.1,5,TOP.. MANTAB.. IS THE BEST!!!
2025-10-01 12:07:54,Acnes Rindu Wulan,4.13.1,5,saya suka sekali ad aplikasi ini karena tidak perlu repot harus k kantornya langsung kita bisa lakukan secara online terimakasih
2025-10-01 12:06:19,Jalles Veva (Suharno),4.13.1,5,ok
2025-10-01 12:04:36,Yusma Lisdayani,4.13.1,3,"hampir 5x menghubungi call center 165, putus2 terus, blm selesai ngomong udh putus, kenapa ya?"
2025-10-01 12:00:35,Big Arai,4.13.1,1,"gini kalo produk pemerintah , ga ada yg bener , BERBENAH LAH , BENERIN APLIKASI NYA , KEBANYAKAN TIKUS MAKAN UANG NEGARA , bisa bisanya produk pemerintah sejelek ini , Login gabisa."
2025-10-01 11:59:25,Noviana Ashshiyamul Itsnaini,4.13.1,1,"Allah maha mengetahui, kalo kakek saya kenapa kenapa karna telat kontrol itu bukan karna anak cucunya yang tidak mengusahakan tapi karna keribetan aplikasi ini untuk verifikasi akun. Daftar pake nomer hp mana yang muncul pas otp ga tau nomer hp siapa. Tolong ini BPJS kesehatan itu kebanyakan yg pakai lansia dipermudah lah penggunaan nya, jangan sampe karna ribet verifikasi ini itu keadaan orang udah pusing mikirin penyakit jadi makin pusing stresss gara2 ni aplikasi."
2025-10-01 11:44:37,Miftachul Huda,4.13.1,3,apakah aplikasi bpjs kesehatan sedang error? dr kmrn mau dftr bpjs tp TDK bisa
2025-10-01 11:44:02,Almar Zaitun,4.13.1,1,"aplikasi nyusahin banget.Biasanya bisa daftar online lewat web nya rumah sakit dengan mudah sekarang harus pakai aplikasi,pasienya orang tua gak ngerti cara pakai aplikasi harus verifikasi pakai foto yang nyusahin banget. pasienya tuh orang tua yang lagi sakit disuruh foto foto lagi"
2025-10-01 11:36:47,Nugroho dadi Santoso,4.13.1,5,sangat membantu dan pelayanannya sangat baik
2025-10-01 11:33:36,Suri Yansyah,4.13.1,5,Mantap sangat membantu
2025-10-01 11:31:58,Alvis Radiansyah Triputra,,1,"Mau ubah status ke pembayaran mandiri ngurusnya ribet banget. padahal saya juga pengajuannnya melalui aplikasi jkn. saya ubah ke mandiri karena udah gak kerja lagi masih aja di persulit, harus isi form dulu yang panjangnya udah kayak bikin novel. setelah diisi, kartu keluarga kelebihan nama yg udah nikah aja masih aja gak bisa di suruh kirim foto KK terbaru, masalahnya KK di kampung woy. masak verifikasi cuman itu doang padahal saya jg pengajuannya fi aplikasi dmn pake data saya"
2025-10-01 11:25:29,ayudia,4.13.1,2,"ga bisa kasih rating abis berobat, sementara kalo mau berobat , mau ambil antrian online kudu kasih rating dulu. plis benerin lah 👎🏻👎🏻👎🏻👎🏻👎🏻"
