at,userName,appVersion,score,content,services,app_performance,registration_verification
2025-10-22 9:10:05,AARAV,4.14.0,4,kenapa gabisa screenshoot? biasanya bisa,,-1,
2025-10-22 9:03:40,Suherman Al Batawy,4.14.0,5,sangat membantu dengan mudah mengaksesnya,,,
2025-10-22 9:02:02,Irma Abidzar,4.14.0,5,mntap,,,
2025-10-22 8:21:39,Cicillya Permata D,4.14.0,3,"agak sedikit kecewa, kenapa sering banget ke log out sendiri. giliran pas di log in lagi susahnya minta ampun dan sering error. orang sakit jadi ketunda dulu untuk daftar",,,-1
2025-10-22 8:17:52,musa musa,4.14.0,5,mantap,,,
2025-10-22 8:17:39,net cryptu,,1,"Aplikasi kont**, masa nomor antrian bisa duplikat 4-6 orang. Udah ambil no antrian 1 hari sebelum kontrol dapet nomor 8. Pas ngatri, orang yang baru daftar mobil JKN malah dapet antrian nomor 2, 3 itu pun yang bnyak duplikat.",-1,,
2025-10-22 8:17:14,YORDI PRAKOSO,4.13.1,5,mau ambil antrian mudah dengan aplikasi,,,
2025-10-22 8:05:08,Halisah,4.14.0,5,memudahkan melakukan pendaftaran antrian,1,,
2025-10-22 7:56:04,Titik Suryaningsih,4.14.0,5,sangat membantu masyarakat kurang mampu dalam mengambil antrian berobat dan mencari kamar di RS,,,
2025-10-22 7:51:08,Neli Zaid,4.14.0,2,mau masuk jkn susah bgt dah..,,,-1
2025-10-22 7:47:34,Salim Mitsubishi Fuso,4.14.0,5,kebijakan dari BPJS semau-maunya,,,
2025-10-22 7:42:14,Abang Faril,4.14.0,5,keren,,,
2025-10-22 7:40:45,Rahmad Efendy,,5,bagus ssssssssssssss,,,
2025-10-22 7:40:31,A.M GALLERY,4.14.0,5,bagus,,,
2025-10-22 7:38:23,inun magfirah,4.14.0,1,logout sndiri.pas mau login pass.salah pdhl sdh bener (sdh sy catat) pas daftar ulang katanya akun sdh trdfar. aplikasi cetek dr dl. perbaiki tuh aplikasinya.cetek bgt,,,-1
2025-10-22 7:33:28,Lucky Ati,4.14.0,1,"aplikasi yg sngat mmpersulit ,sulit log in ..bner2 bkin kesel",,,-1
2025-10-22 7:28:20,esa ervina,4.14.0,5,keren perbaikan pelayanan nya bisa tlp 165 dari aplikasi walaupun sekian menit terputus.. cukup membantu smoga semakin lebih baik dan tetap baik.,1,,
2025-10-22 7:23:56,Jati Vallian,4.14.0,5,aplikasi yang sangat membantu untuk layanan kesehatan,1,,
2025-10-22 7:09:01,Ryan Gomez,4.14.0,5,the best,,,
2025-10-22 6:58:45,Kusuma Wati,4.14.0,5,selalu berikan yg terbaik untuk masyarakat,,,
2025-10-22 6:56:11,cahyo gutaman,4.14.0,5,ternyata bagus jga pelayanan via aplikasi skrng. cepat dan tanggap,,,
2025-10-22 6:50:15,jam udin,4.14.0,2,"ga bisa ss, ga bisa masuk di 2 device kalo memang untuk keamanan coba di optimalkan lagi. kita ga selamanya dekat dengan keluarga karena tuntutan pekerjaan,ketika keluarga di kampung sakit dan perlu mendaftar lewat jkn,ternyata bukti pendaftarannya ga bisa di share.",,-1,
2025-10-22 6:34:12,Riska Octaviana,4.14.0,2,Kalo daftar pake JKN utk Faskes 1 sering eror jrg bgt lgsg bsa. gtw deh,,,-1
2025-10-22 6:25:32,Aneraigo Laia,4.14.0,5,aplikasi bisa membantu untuk pengecekan aktif tidaknya JKNKIS,1,,
2025-10-22 6:24:14,Khoeru Sifa,4.14.0,4,"kalau udah login engga usah login lagi dongs, udah ngisi bener tapi tetep salah...aneh banget... lagi di butuhin buat sat set kalau login lagi kelamaan, engga semua orang hafal nik... harus nyari dulu ktp 😏",,,-1
2025-10-22 6:08:21,echaa ENS,4.14.0,5,bagus,,,
2025-10-22 6:05:07,Maman Karsiman,4.14.0,5,terimakasih kasih pemerintah udah membatu keluarga sukses selalu BPJS,,,
2025-10-22 5:54:52,Dwi Kurnia,4.14.0,5,sangat membantu,,,
2025-10-22 5:43:37,Latifah Ifah,4.14.0,5,bagus,,,
2025-10-22 5:41:18,Nancy Reiny Lahia,4.14.0,5,sangat membantu skali,,,
2025-10-22 3:29:05,Rifky Ardiansyah,4.14.0,5,"aplikasi yang mudah untuk digunakan,serta banyak manfaat",,,
2025-10-22 3:09:44,SDY,4.14.0,1,"ini parah banget sih. masa login mulu. udah gitu kalau lupa password dan mau ganti password bayar dulu pakai sms dan gak bisa pakai email. padahal saya udah pernah masukin email dan sidik jari. tolong lah. masa dikit² login dikit² login. jangan mempersulit hidup orang deh. ini sih gak 100% gratis ya. please, don't be greedy. udah bayar pajak, masa aplikasi kesehatan bayar lagi.",,,-1
2025-10-22 2:46:33,Aura Syifa,4.14.0,5,"Mempermudah layanan, walaupun harus mikir bagaimana cara penggunaan nya",1,,
2025-10-22 2:41:14,Ridho Pratama,,5,oke,,,
2025-10-22 2:33:59,Kusnadi Effendi,4.14.0,5,👍👍,,,
2025-10-22 1:25:35,A D,,1,"Yang bikin aplikasi keliatan otaknya ga jalan. Kalo error diminta screenshot aplikasi, sedangkan sekarang fungsi screenshot dilarang. Bodoh sekali...",,-1,
2025-10-22 0:48:17,fian wockey,4.14.0,5,di era digital semua lebih mudah trimakasih indonesia🥰😘,,,
2025-10-22 0:46:54,Warmin Cemingshe,4.14.0,5,pelayanan bagus,,,
2025-10-21 23:51:14,Randi Anjarista,4.3.0,5,Sangat bermanfaat,,,
2025-10-21 23:48:10,Rahardi eko Purnomo,,1,"kenapa udah terdaftar disuruh daftar lagi, ribet kalo waktu nya mau kontrol ke RS",-1,,
2025-10-21 23:38:22,Eko Kuo,4.14.0,5,mudah fitur banyak,,,
2025-10-21 23:31:23,Devan Reyanda,4.14.0,1,ampas.... berkali kali minta kirim kode OTP karna lupa password. tapi ga di kirim kirim.. yah ga expect lebih sih dari aplikasi Buatan Indo.. hadeh,,,-1
2025-10-21 23:22:04,trigus eko,4.14.0,1,tidak bisa masuk aplikasi,,-1,
2025-10-21 23:16:40,Hana Fiatul zahra,4.14.0,1,"mempersulit banget, udh punya BPJS juga harus daftar beginian. mending kalo gampang daftarin nya, bikin emosi aja. dua hari nyoba gagal teru",,,-1
2025-10-21 23:02:18,siti hajar,4.14.0,3,"3 dulu . susah login ke mobile jkn padahal no aktif dan ada pulsanya ,verifikasi no selalu gagal ketika mau ubah password mobile jkn sudah 1 bulan ini d coba masih tetap tidak bisa login dan ganti password .",,,-1
2025-10-21 22:58:01,Akhawat Salafiyyah,4.14.0,4,"Saya salah daftar BPJS mandiri, padahal saya tidak mampu dan bapak saya peserta PBI. Mohon bantuan agar bisa dialihkan jadi PBI juga.",,,
2025-10-21 22:40:04,Medi Id,4.14.0,1,aplikasi sampah. masak tiap bulan logout sendiri.. ga bisa diandalkan,,-1,-1
2025-10-21 22:24:31,Meuble Craft,4.14.0,5,apk sangat membantu kami mengakses bpjs,1,,
2025-10-21 22:20:16,Pian Sopian,4.14.0,5,sangat puas dan bagus,,,
2025-10-21 21:24:42,Adi Saputra,4.14.0,1,"mau masuk ke akun lagi susah nya minta ampun. kadang nik salah kata sandi salah, pdhal sebelum nya gk pernah kyak.gtu. paling cuma suruh masukin sandi udah bisa login lagi",,,-1
2025-10-21 21:17:35,Desi Urbatul,4.14.0,5,lebih mudah dan praktik. semoga konsisten,,,
2025-10-21 21:12:02,Ahmad Faisal,,5,luar biasa,,,
2025-10-21 21:02:15,Tes_ Fz,4.14.0,1,"kenapa ini akun saya belum terdaftar, lancang Admin",,,-1
2025-10-21 20:59:46,bayu bastian,4.14.0,5,sangat bermanfaat,,,
2025-10-21 20:42:08,Obik Bimbim,4.14.0,5,cepat dan mudah,,,
2025-10-21 20:40:20,budi jaya,4.14.0,5,bagus,,,
2025-10-21 20:39:03,Haedy Priyonow,4.14.0,5,mudahkan semua pelanan kesehatan,1,,
2025-10-21 20:34:42,Muhammad Abruri,4.14.0,5,sangat membantu,,,
2025-10-21 20:32:02,Chairil Azka,4.14.0,1,"susah untuk verifikasi,bikin darah tinggi verifikasi pake wajah RIBETT",,,-1
2025-10-21 20:23:16,THE SIGMA,,5,bagus,,,
2025-10-21 20:15:17,arip abu abdillah,4.14.0,1,lihat nomor antrian yang sudah di buat dimanaaa? di riwayat gak adaaa,,,-1
2025-10-21 20:07:34,Fatkuh Rohman,4.14.0,1,"aplikasi nongak aku buat terus slaha password tiba aku buat ulang dia bilang udah terdaftar , tiba aku daftar slah nik sama password bodoh",,,-1
2025-10-21 20:00:00,amiable wijaya,4.14.0,5,usefull,,,
2025-10-21 19:57:17,Ciky Ciky,,5,sagat membantu,,,
2025-10-21 19:54:19,A L L O N E,4.14.0,1,"aplikasi ngirim kode otp aja susah banget, verifikasi muka juga susah banget, tolong perbaiki",,,-1
2025-10-21 19:51:47,Made,4.14.0,1,Kenapa sekarang aplikasinya tidak mengizinkan tangkapan layar?? merepotkan sumpah. Saya sebagai anak sering mendaftarkan rujukan untuk ibu saya karena beliau tidak paham terkait aplikasi seperti ini. Sekarang kalau tidak bisa discreenshot terus gimana cara saya mengirimkan bukti sudah daftar rujukan buat ibu saya? kebetulan kami beda kota tempat tinggal. Duhh ada2 aja.,,-1,
2025-10-21 19:33:30,Minhoshinee,,2,"tolong dong ini aplikasinya dievaluasi lagi, sering logout mulu tiap mau daftar brobat online, ini bukan mempermudah masyarakat tapi malah memperibet orang jadinya",,,-1
2025-10-21 19:25:39,Yoen Widyasmoro,4.14.0,5,ntap,,,
2025-10-21 19:24:53,Susi Susilawatiiman,4.14.0,5,sangat mudah di lakukan,,,
2025-10-21 19:17:49,Yanwar Pratama,4.14.0,1,"perubahan faskes sulit selalu gagal saat verivikasi wajah, saat pendaftaran pun sering tertulis tidak ada jaringan, padahal signal sedang online dan aplikasi lain pun lancar. sangat sulit untuk merubah data peserta",,,-1
2025-10-21 19:15:06,Dafinchi Sugianto,4.14.0,3,"beberapa minggu gak dibuka aplikasinya malah log in lagi, hadeee",,,-1
2025-10-21 19:07:25,Riska Gustina,,5,berobat,,,
2025-10-21 19:04:25,Ade Kurniasari,,5,sangat membantu sekali,,,
2025-10-21 19:02:50,jasman gassing,,5,Sangat membantu,,,
2025-10-21 19:01:49,Ulfi Gadihminang,4.14.0,5,sangat membantu sekali,,,
2025-10-21 19:00:17,Gun Toro,4.14.0,5,sangat membantu,,,
2025-10-21 18:54:50,Lima Waktu,4.14.0,5,"saya sudah lama menggunakan mobile jkn, tapi sekarang saya login tidak bisa ""akun anda belum terdaftar""",,,-1
2025-10-21 18:46:05,Khadijah Barrett,,1,aplikasi sering sekali bermasalah bilangnya offline lah padahal pakai internet 5G.,,-1,
2025-10-21 18:43:06,Izan Sandy (Susanto),4.14.0,1,Kebanyakan loading tiap masuk ke menu lain loading trus bikin jengkel,,-1,
2025-10-21 18:42:15,Leonardo,4.14.0,1,"lemot banget tolol, ini yang katanya mengayomi masyarakat!? kuno banget, lu kira nih negara penduduk ny cuma ratusan ribu? 200juta lebih woyyyy!! upgrade lah sistem nih negara!! KUNO!! orang tua saya jadi gabisa gunain BPJS gara-gara sistem tolol ini!!",,-1,
2025-10-21 18:36:34,eL diRaf,4.14.0,1,"Gak bermutu, bukannya memermudah tapi mempersulit.",-1,,
2025-10-21 18:17:21,Saidatul bakdia,4.14.0,5,bagus untuk mengurus bpjs,,,
2025-10-21 18:07:22,Kalisfan Sebastianus Sebo,4.14.0,5,mantap,,,
2025-10-21 17:53:58,Hukmiyati Nurul,4.14.0,5,terbaik,,,
2025-10-21 17:49:31,Eka Tsafitri,4.14.0,2,salah mulu katanya NIK pdahal betuul,,,-1
2025-10-21 17:31:55,Ida Laela,4.14.0,5,aplikasi memuaskan sangat membantu,,,
2025-10-21 17:21:15,Supriyadi,4.14.0,5,Bermanfaat banget,,,
2025-10-21 17:20:04,rudi mung,4.14.0,5,Bagus dan sangat membantu,,,
2025-10-21 16:56:21,Rudi Komarudin,4.14.0,5,sangat membantu dan memasyarakatkan masyarakat,,,
2025-10-21 16:49:11,Maahreen Azkia,4.14.0,5,bagus,,,
2025-10-21 16:45:56,Dewhy Chantika,,5,kenapa ngak bisa masuk akun... padahal pasword nya cocok,,,-1
2025-10-21 16:29:25,Hadi Prayogo,4.14.0,1,lha kok tiba2 log out sendiri ketika mau login data sudah benar tapi dibilangnya data tidak valid. sungguh mengecewakan aplikasi ini.,,,-1
2025-10-21 16:07:15,Albert Styles (Bet),4.14.0,1,"Ini kenapa reset password ga masuk-masuk OTPnya?? selalu aja aplikasi ini bermasalah Mulu di OTPnya, entah passwordnya yg disalah-salahin pdhl udah bener... kacauu... benerin lagi lahh",,,-1
2025-10-21 16:03:17,abdul muin,4.14.0,5,bagus...tapi ada kebijakan yg terlalu memberatkan masyarakat....seperti mau daftar kan atau tambah anggota,,,
2025-10-21 15:59:39,Wah Yuni,4.13.1,5,terimakasih mobile JKN sangat membantu segalanya jadi mudah,,,
2025-10-21 15:56:53,Jherye 25,4.14.0,5,good job... mudah di aksses dan cepat di respon,,,1
2025-10-21 15:43:02,Mike Budi,4.14.0,1,setiap mau masuk aplikasi hrs masukan otp dulu katanya di suruh pakai aplikasi JKN tp kok malah merepotkan dan belibet. jgn melibetkan tp mempermudah jgn meminta maaf tp perbaiki peporma,,,
2025-10-21 15:40:04,Hary Kesuma,4.14.0,5,sangat baik,,,
2025-10-21 15:12:31,Yeni Darwint,4.14.0,1,waktu di suruh bikin akun di aplikasi ini biar mempersingkat waktu. tapi ttep aja nunggu nya lama estimasi 60 mnit harus sampai sblum jam antrian trus udah jam antrian masih nunggu juga 2 jam lebih jadi total nunggu dgn aplikasi ini juga sama 3jam lebih. terus perbaharui kalo blum di layani jgn di konfirmasi olih petugas ny harus pasien yang konfirmasi. di aplikasi sudah di layani lebih cepat pdahl masih nunggu lama sampe 3 jam,,,
2025-10-21 14:59:31,Iin Indrawati,4.14.0,5,Aplikasinya sangat membantu...,,,
2025-10-21 14:49:19,Luthfi Anas Chalvin,4.14.0,2,aplikasi ini sangat mbantu saya,,,
2025-10-21 14:49:18,ADRI ALFIANA,,5,oke nice,,,
2025-10-21 14:38:28,Mustika Ratu,4.14.0,5,good,,,
2025-10-21 14:36:51,RYAN IZZULKHAQ,4.14.0,3,"setelah update malah sering keluar sendiri akun nya, agak kecewa padahal sebelum update aman² saja",,,-1
2025-10-21 14:30:27,Rasyid Muning,4.14.0,5,applikasi ini sangat membantu pelayanan dan kenyamanan anggotanya,,,
2025-10-21 14:25:47,Mul Yadi,4.14.0,4,mau daftar susah banget kode Captcha ga mau muncul² loading terus 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,,,
2025-10-21 14:18:21,Lita,4.14.0,5,Sangat membantu & memudahkan,,,
2025-10-21 14:12:17,herry s,4.14.0,5,oke good job,,,
2025-10-21 14:05:59,Rizki More,4.14.0,1,"tolong dipercepat lagi kinerja dalam pengiriman kode otp via SMS / Gmail dan tolong deteksi sinyalnya diperbaiki, padahal saya menggunakan jaringan bagus tetapi disitu bacaan nya cek koneksi",,,-1
2025-10-21 14:01:34,Etik sumarni Alifisah,4.14.0,5,mantappp..,,,
2025-10-21 13:59:26,siti salicha,4.14.0,5,sangat membantu,,,
2025-10-21 13:57:48,dewi anatasya_agustin,,1,verifikasi gagal trus ga ada update atau apapun verifikasi wajah gagal terusss coba di tingkatkan lagi!,,,-1
2025-10-21 13:46:23,Iwan Haryanto,,5,good,,,
2025-10-21 13:45:05,Ali Mufti,4.14.0,1,"kenapa sih apk yg disediain negera selalu ampass,, sering eror",,-1,
2025-10-21 13:38:41,Umi 18,4.14.0,5,Terima kasih mobile jkn .sangat membantu mengaktifkan kartu yg tidak aktif. cukup lewat aplikasi Mobile Jkn,,,
2025-10-21 13:35:07,Henggra Heryansyah,4.14.0,5,apk nya sangat memuaskan kan sekali,,,
2025-10-21 13:29:50,SAZ BROTHER,4.14.0,1,"maaf saya kasih bintang 1, saya rasa aplikasinya belum siap. banyak ngebug. katanya kemudahan dalam satu genggaman. ini update data aja gag bisa... maaf... tolong perbaiki",,-1,
2025-10-21 13:23:39,mitra karyapena,,5,"aplikasinya mudah digunakan, terutama layanan pindah faskes , cepet terselesaikan",1,,
2025-10-21 13:18:48,Wisnu Hendry,4.12.0,5,keren,,,
2025-10-21 12:56:33,Wong Cawang,4.14.0,1,"keluar sendiri, pas masuk , malah salah pasword, padahal udah bener pasword nya , ngeselin",,-1,-1
2025-10-21 12:52:24,Mar Zuki,,2,seharusnya law lupa pasword nomor HP saja gk usah bebelit2 sudah capthanya susah,,,-1
2025-10-21 12:48:03,Imam Safii,4.13.1,5,respon cepat,,,
2025-10-21 12:46:37,Kalila Kalila,4.14.0,5,ok,,,
2025-10-21 12:38:07,Dahlia Dimyati,4.14.0,5,mantap,,,
2025-10-21 12:23:42,Efin Tia333,4.14.0,5,membantu ku,,,
2025-10-21 12:21:46,Maliah Dawson,,5,"bagus,sangat mudah digunakan",,,
2025-10-21 12:10:31,Iklima Siti Nuraisyah,4.14.0,5,sangat membantu,,,
2025-10-21 12:07:27,Omo Sarmadi,4.14.0,5,sangat mudah untuk pengecekan informasi yg di bthkan tks,,,
2025-10-21 12:07:25,anienda said,4.14.0,4,"kenapa sih aplikasi ini selalu keluar2 mulu,,harus log ini lagi,log in lagi",,,-1
2025-10-21 12:07:20,WANDA CAEMAYU,4.14.0,5,puas layanan 👍,1,,
2025-10-21 12:05:16,Mukidin Jaelani,4.14.0,1,Bingung Banget Orang Sakit aja Suruh ini suruh itu perkara daftar online malah makin parah yg sakit ini mh. udah ngikutin sesuai perintah di apk nya malah gagal lg gagal lg jadi harus gimana ahhhh kesell banget orang lg darurat malah apk nya gk jelas,-1,,
2025-10-21 12:02:28,campuraduk channel,,5,sangat mudah di pahami dan mempermudah akses pindah faskes,1,,
2025-10-21 11:41:12,Asep Herwanto,4.14.0,1,"Silahkan anda login terlebih dahulu, pilih masuk atau daftar.. sy pilih masuk. (NIK & Pass) hasilnya adalah nomer NIK dan pasword salah... ngaco bgt gak tuh, lu pikir gw masukin NIK dan Pass orang.. dan apa sepikun itu gw salah masukin nik dan pass gw sendiri, kan ngaco",,,-1
2025-10-21 11:39:19,Muhammad Re za Ardiansyah,,5,praktis,,,
2025-10-21 11:37:32,Inok SP,,5,ok,,,
2025-10-21 11:35:24,Abdul Ghani,4.11.2,5,semoga bermanfaat dan dimudahkan untuk masyarakat kecil,,,
2025-10-21 11:08:04,Chindy Mahu,,2,"walaupun sudah pake aplikasi yang katanya efisien. cepat dan gak buang waktu. tapi cuman berlaku di antrean saja, tapi tetap aja pelayanan di bidang kesehatan, lama seperti manual. entah karna stafnya atau apa",-1,,
2025-10-21 11:05:02,YUSUF ALDI PRADANA,4.14.0,1,"ribet pake beginian, daftarnya buat akun ribet",,,-1
2025-10-21 10:55:54,Airin Eko Cahyono,,5,baguss,,,
2025-10-21 10:49:49,Anam Tartila,4.14.0,1,jelas jelas sudah terdaftar giliran update malah tidak bisa login sama sekali.. update itu dipermudah bukan dipersulit! pusat bantuan juga tidak ada,,,-1
2025-10-21 10:45:22,Mamah harti,,5,"sangat,,sangat membantu sekali ini",,,
2025-10-21 10:34:36,Pengguna Google,4.14.0,5,mantab 👍,,,
2025-10-21 10:32:56,Husain Ali saga,4.14.0,5,ya mantap lah,,,
2025-10-21 10:27:35,Asep Maulan,,1,ini kenapa slalu tidak bisa di proses,,,
2025-10-21 10:23:23,mas Taufiq,4.14.0,5,mntapp sangat terbantu dengan ada nya aplikasi ini,,,
2025-10-21 10:23:09,bethafia cdp,4.14.0,5,membantu Banget,,,
2025-10-21 10:22:08,Mutik Urrohmah,4.14.0,2,"Mau bikin KIS, kok gak bisa menambahkan anggota keluarga baru, ya?",,-1,
2025-10-21 10:21:36,Tyo Budi,4.14.0,1,aplikasi ini mau apa sih.. sdh daftar..sering pembaruan..kenapa log out sendiri...giliran mau log in minta ampun sulit ya,,,-1
2025-10-21 10:13:37,Arie Property,4.13.1,5,mantap,,,
2025-10-21 10:12:06,Haryadi Basridin,4.14.0,5,oke,,,
2025-10-21 10:11:18,ANGELITA NABILA TRIONO,4.14.0,5,terima kasih atas support tim IT BPJS,,,
2025-10-21 10:06:10,FALSE TRUE,,5,membantu sekali,,,
2025-10-21 10:03:33,IFN Q,4.14.0,5,mantap,,,
2025-10-21 10:00:31,Queen Melinda,4.14.0,1,"gak bener nih aplikasi setiap bulan log out Masukkan nik, pasword,captca ada aja yg salah padahal udh bener ujung2 ngerepoti bukan nya buat praktis kita tu download supaya simple bukan nya malah tambah repot",,,-1
2025-10-21 9:55:22,Akil Abang,4.14.0,1,dikit dikit log out. aplikasi ga jelas. baru berapa hari bikin akun udah logout sndiri. masuk lagi susah ada nik salah pasword salah dll. muak,,,-1
2025-10-21 9:47:43,MSukron Msukron26,,5,sangat baik,,,
2025-10-21 9:45:44,fakhry alrazy,4.14.0,1,ruwet banget dan susah digunakan. bikin stress,,-1,
2025-10-21 9:45:38,Reynaldi Suhardi,,1,"mau daftar untuk poli malah suruh survei dulu, sesudah survei eh malah suruh ngulang survei lagi, gitu terus sampe kuotanya penuh. sy sudah tanya jadi memang paling tidak harus periksa dulu d puskesmas paling tidak sekali dalam bulan tersebut untuk bisa skip survei. kalau gitu buat apa dong, jatuhnya malah jadi menyulitkan. saran saya sebaiknya survei skrining kesehatannya di hapus di bagian pengambilan nomor antrean. jadi yg penting pasien bisa ambil nomor dulu",-1,,
2025-10-21 9:41:49,Masa Depan,4.14.0,5,mantap,,,
2025-10-21 9:39:53,Abah Yaya,4.14.0,1,kenapa setiap update harus login lagi login lagi...untuk yg ngerti sih ga sulit tp bagi usia 70tahunan sangat ribet...belegug siah...nyieun riweh kolot,,,-1
2025-10-21 9:37:48,Farida Rahmayani,,4,aplikasi nya sebentar-sebentar keluar masukan kata sandi pas d klik kata sandi salah . tolong lah,,,-1
2025-10-21 9:36:51,Arry K (AR),4.14.0,1,abis update makin tolol,,,
2025-10-21 9:32:48,Gian nello,4.14.0,5,"bagus , sangat mudah digunakan , sangat membantu dan efisien. Terima kasih , Rakyat sejahtera indonesia maju 🇮🇩",1,1,1
2025-10-21 9:25:41,Herry Fransiska,4.14.0,2,"menyebalkan, sering ke logout sendiri pas mau login ga bisa terus mana pas lagi dibutuhkan. masuk ga bisa, bikin akun bilangnya udh terdaftar tp di login in gak bisa masuk. kocak, jadi menghambat hal yg dibutuhkan. apalagi org buka JKN kan ya emg pas butuh ya daftar kontrol, urus BPJS dll. urusna urgent lah, tp appsnya sering gak mendukung.",,-1,-1
2025-10-21 9:19:51,Ridho Mayfendra,4.14.0,5,terimakasih sangat membantu,,,
2025-10-21 9:16:35,matcha tv,4.14.0,5,Bagus dan sangat membantu,,,
2025-10-21 9:15:41,fadli rauf,4.13.1,5,sangat memuaskan,,,
2025-10-21 9:14:29,digital support,4.14.0,1,"susah bgt makai aplikasi ini, bukan nya mempermudah malah mempersulit, kalo gini harus ada orang pandu yang bisa ngejelasin make aplikasi ini",,-1,
2025-10-21 9:09:56,Deni Asep,,5,sangat membantu,,,
2025-10-21 9:07:49,Agus Susanto (Kang Agus),4.14.0,5,👍,,,
2025-10-21 9:07:30,Muhamad Sofyan gathari,,5,link cepat dan mudah dipahami,,,
2025-10-21 8:57:07,kamal marsetianto,4.14.0,1,"aplikasi busuk, berat, nyusahin, sering eror",,-1,
2025-10-21 8:57:01,Rizky al akbar,4.14.0,1,skrng setelah update malah tdk bisa login 👎👎👎,,,-1
2025-10-21 8:56:22,Anez Oebay,,1,"buruk aplikasinya,kenapa sich log out sendiri,lagi butuh2nya mau berobat anak,captcha nya ga nongol2 mutar2 trs loading",,,-1
2025-10-21 8:55:56,Tan Kun Giok,4.14.0,1,"Applikasinya jelek, servernya lelet mau daftar susah, petugas BPJS nya gaji buta",,-1,
2025-10-21 8:55:46,Feiby Ayu Paparang,,1,"Setelah di update malah jadi lalod aplikasinya. loading mulu, mana udah buru-buru",,-1,
2025-10-21 8:54:27,Ribka Waney,4.14.0,1,tidak bisa masuk,,,-1
2025-10-21 8:54:21,hobimakanbakso,4.14.0,1,aplikasiii ga guna,,-1,
2025-10-21 8:54:02,Garennn,4.14.0,1,"aplikasi gaguna bat, lagi perlu malah gangguan.",,-1,
2025-10-21 8:53:55,Neli Fauziyah,4.14.0,1,"aplikasi terburuk yang pernah ada, masa udh login malah keluar terus harus login lagi interaksi user experience nya jelek bgt",,,-1
2025-10-21 8:53:21,Leonard Zeus,4.14.0,1,"mulai deh, eror2an. urus noh captcha, org sakit mau berobat dibikin ribettt terusss. mau login gabisaa, captcha ga muncul kocak.",,,-1
2025-10-21 8:52:40,Bawa Suwarjono,4.14.0,2,"saya sudah punya aplikasi JKN, setelah diperbarui mau masuk/login susah sekali/tidak bisa. padahal NIK, pasword dan capital sudah benar. bagaimana ini aplikasi JKN. saya harus bagaimana ini supaya bisa masuk ke aplikasi JKN. Saya perlu untuk mendaftar layanan kesehatan secara on-line",,,-1
2025-10-21 8:52:06,Novi Ana,4.14.0,2,sering bgt keluar sendiri... terlalu merepotkan,,-1,
2025-10-21 8:50:38,Ahmad Fahri,4.14.0,3,gangguan Mulu ..,,-1,
2025-10-21 8:50:28,Haris Nugroho,,1,jelek saya udah sampe di puskes udah pelayanan nya lama malah ini tetiba keluar trus muter gak bisa login,,,-1
2025-10-21 8:50:16,Feri Arianto,4.14.0,1,aplikasi tolol. loading terus. tidak bisa screenshot. menyusahkan rakyat.,,-1,
2025-10-21 8:47:43,herlan elan,4.14.0,5,"kasih bintang 5 walau kecewa karena aplikasi sulit dipakai atau masuk walau sudah pembaharuan, lupa sandi masuk ke email atau ke no hp tetap tidak bisa masuk,. yang seharusnya aplikasi ini bisa membantu dalam proses berobat baik di swasta (klinik) atau RS pemerintah yang bekerja sama dengan JKN,. mohon sekiranya dapat diperbaiki lagi sistemnya lebih mudah dipergunakannya. terima kasih",,-1,
2025-10-21 8:44:29,calista Belakang,4.14.0,1,aplikasi punya pemerintah tapi kaya ga niat buatnya,,,
2025-10-21 8:36:42,Uchie Itachi,,5,moga makin di permudah,,,
2025-10-21 8:31:09,Anggit,,5,"pelayanan cepat, terimakasih",1,,
2025-10-21 8:27:25,Dini Isnaeni,4.14.0,1,setiap mau daftar online selalu gagal terus. disuruh coba lagi beberapa waktu sama saja.,-1,,
2025-10-21 8:27:18,fadilah 24,4.14.0,5,sangat puas,,,
2025-10-21 8:26:05,NADHIRA CELL,4.14.0,5,"kalau ada perubahan kebijakan, tolong beri tahu kami lewat email atau WA",,,
2025-10-21 8:22:22,Akunvivo Saya,4.14.0,5,👍bagus,,,
2025-10-21 8:05:24,Reza Adryansyah,4.14.0,1,"GA BISA DAFTAR ANTRIAN. SELALU NOTIF SKRINING KESEHATAN. PADAHAL SUDAH TERDAFTAR SKRINING RIWAYAT KESEHATAN. GUE BAYAT WOY, BUKAN GRATIS !",-1,,
2025-10-21 7:43:43,Heri Irawan,4.14.0,5,bagus sekali,,,
2025-10-21 7:36:36,echaa kaianan,,3,"sekarang setelah baru malah ga bisa di screnshoot, padahal penting banget.. kalo lagi mendesak untuk izin .. hadehh aktifin deh tuh supaya bisa screnhoot jadi susah",,-1,
2025-10-21 7:31:28,jan hung,4.14.0,5,bagus,,,
2025-10-21 7:30:18,Adang Hidayat,4.14.0,1,lemooottttttt,,-1,
2025-10-21 7:26:13,Putu Widiastiti Giri,4.14.0,5,membantu,,,
2025-10-21 7:09:29,Mohamad Rifki Pratama,,1,"lagi urgent gini malah gabisa login ,padahal nik sandi captca sudah benar sampai di ulangi beberapa kali ttp gabisa, tolong dong perbaiki lagi masa apk sepenting ini malah di persulit, alhasil ke fitur lupa sandi dan lagi2 setelah memasukan no hp malah tertulis ""no hp yg anda masukan salah"", padahal sudah jelas disitu no hp nya sudah benar dan terdaftar",,,-1
